timestamp,timestamp_unix_milli,elapsed_s,connected_clients,total_clients,bytes_sent,bytes_received,uptime_s,lg_connected_clients,ws_rtt_avg_ms,ws_rtt_p50_ms,ws_rtt_p95_ms,ws_rtt_p99_ms,ws_rtt_max_ms,ws_jitter_ms,connection_drops,cpu_percent,memory_mb,migration_event
2026-02-22T18:34:29.839543162+01:00,1771781669839,159.000,4,4,10699613,236504,159.9,4,0.386,0.392,0.444,0.447,0.448,0.032,0,2.00,16.21,0
2026-02-22T18:34:30.839541477+01:00,1771781670839,160.000,4,4,10771413,237984,160.9,4,0.404,0.415,0.474,0.543,0.564,0.031,0,1.00,16.21,0
2026-02-22T18:34:31.839544415+01:00,1771781671839,161.000,4,4,10843213,239464,161.9,4,0.413,0.405,0.478,0.517,0.531,0.032,0,2.00,16.21,0
2026-02-22T18:34:32.839543248+01:00,1771781672839,162.000,4,4,10915013,240944,162.9,4,0.384,0.386,0.420,0.422,0.422,0.019,0,1.00,16.21,0
2026-02-22T18:34:33.83954445+01:00,1771781673839,163.000,4,4,10986813,242424,163.9,4,0.350,0.341,0.437,0.462,0.478,0.029,0,3.00,16.21,0
2026-02-22T18:34:34.839541621+01:00,1771781674839,164.000,4,4,11058613,243904,164.9,4,0.337,0.334,0.405,0.432,0.440,0.031,0,1.00,16.21,0
2026-02-22T18:34:35.839543342+01:00,1771781675839,165.000,4,4,11130413,245384,165.9,4,0.331,0.317,0.427,0.467,0.485,0.028,0,2.00,16.21,0
2026-02-22T18:34:36.839543783+01:00,1771781676839,166.000,4,4,11202213,246864,166.9,4,0.342,0.339,0.438,0.618,0.731,0.040,0,2.00,16.21,0
2026-02-22T18:34:37.839541442+01:00,1771781677839,167.000,4,4,11274013,248344,167.9,4,0.325,0.336,0.373,0.388,0.391,0.019,0,2.00,16.21,0
2026-02-22T18:34:38.839542337+01:00,1771781678839,168.000,4,4,11345813,249824,168.9,4,0.322,0.328,0.378,0.404,0.418,0.022,0,2.00,16.21,0
2026-02-22T18:34:39.839543231+01:00,1771781679839,169.000,4,4,11417613,251304,169.9,4,0.318,0.337,0.372,0.384,0.389,0.021,0,2.00,16.21,0
2026-02-22T18:34:40.839541495+01:00,1771781680839,170.000,4,4,11489413,252784,170.9,4,0.342,0.342,0.400,0.443,0.453,0.026,0,1.00,16.21,0
2026-02-22T18:34:41.839541651+01:00,1771781681839,171.000,4,4,11561213,254264,171.9,4,0.352,0.344,0.433,0.443,0.446,0.028,0,2.00,16.21,0
2026-02-22T18:34:42.839541506+01:00,1771781682839,172.000,4,4,11633013,255744,172.9,4,0.363,0.354,0.430,0.437,0.439,0.027,0,1.00,16.21,0
2026-02-22T18:34:43.839549041+01:00,1771781683839,173.000,4,4,11704813,257224,173.9,4,0.376,0.377,0.424,0.435,0.437,0.021,0,1.00,16.21,0
2026-02-22T18:34:44.839544062+01:00,1771781684839,174.000,4,4,11776613,258704,174.9,4,0.366,0.371,0.437,0.480,0.501,0.029,0,2.00,16.21,0
2026-02-22T18:34:45.839541619+01:00,1771781685839,175.000,4,4,11848413,260184,175.9,4,0.347,0.343,0.404,0.411,0.412,0.030,0,2.00,16.21,0
2026-02-22T18:34:46.839543837+01:00,1771781686839,176.000,4,4,11920213,261664,176.9,4,0.359,0.362,0.426,0.445,0.450,0.029,0,1.00,16.21,0
2026-02-22T18:34:47.839541459+01:00,1771781687839,177.000,4,4,11992013,263144,177.9,4,0.333,0.340,0.379,0.402,0.404,0.025,0,2.00,16.21,1
2026-02-22T18:34:48.839541411+01:00,1771781688839,178.000,4,4,12054037,264624,178.9,4,0.341,0.338,0.412,0.426,0.432,0.025,0,2.00,16.21,0
2026-02-22T18:34:49.839541347+01:00,1771781689839,179.000,0,0,0,0,0.0,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0.00,0
2026-02-22T18:34:50.839540796+01:00,1771781690839,180.000,4,4,12108833,270544,181.3,4,362.239,293.631,989.651,994.645,995.955,132.360,0,2.00,16.21,0
2026-02-22T18:34:52.839541075+01:00,1771781692839,182.000,4,4,12111429,270692,181.4,4,0.571,0.571,0.627,0.635,0.636,0.057,0,0.00,16.21,0
2026-02-22T18:34:53.839541993+01:00,1771781693839,183.000,4,4,12176049,272024,182.3,4,0.577,0.567,0.687,0.727,0.741,0.027,0,2.58,16.21,0
2026-02-22T18:34:54.839541508+01:00,1771781694839,184.000,4,4,12247849,273504,183.3,4,0.623,0.578,0.758,0.780,0.785,0.036,0,3.00,16.21,0
2026-02-22T18:34:55.839542002+01:00,1771781695839,185.000,4,4,12319649,274984,184.3,4,0.574,0.576,0.659,0.726,0.744,0.054,0,3.00,16.21,0
2026-02-22T18:34:56.83954451+01:00,1771781696839,186.000,4,4,12391449,276464,185.3,4,0.582,0.549,0.731,0.744,0.745,0.040,0,3.00,16.21,0
2026-02-22T18:34:57.839541711+01:00,1771781697839,187.000,4,4,12463249,277944,186.3,4,0.620,0.600,0.758,0.770,0.773,0.045,0,4.00,16.21,0
2026-02-22T18:34:58.839541432+01:00,1771781698839,188.000,4,4,12535049,279424,187.3,4,0.589,0.586,0.748,0.771,0.782,0.045,0,3.00,16.21,0
2026-02-22T18:34:59.839541662+01:00,1771781699839,189.000,4,4,12606849,280904,188.3,4,0.600,0.613,0.746,0.776,0.788,0.040,0,4.00,16.21,0
2026-02-22T18:35:00.839541607+01:00,1771781700839,190.000,4,4,12678649,282384,189.3,4,0.591,0.607,0.770,0.798,0.803,0.044,0,3.00,16.21,0
2026-02-22T18:35:01.839541804+01:00,1771781701839,191.000,4,4,12750449,283864,190.3,4,0.594,0.598,0.790,0.807,0.808,0.037,0,3.00,16.21,0
2026-02-22T18:35:02.839541704+01:00,1771781702839,192.000,4,4,12822249,285344,191.3,4,0.615,0.597,0.810,0.867,0.900,0.063,0,3.00,16.21,0
2026-02-22T18:35:03.839541636+01:00,1771781703839,193.000,4,4,12894049,286824,192.3,4,0.585,0.564,0.780,0.823,0.833,0.044,0,3.00,16.21,0
2026-02-22T18:35:04.839541535+01:00,1771781704839,194.000,4,4,12965849,288304,193.3,4,0.619,0.633,0.808,0.819,0.825,0.048,0,2.00,16.21,0
2026-02-22T18:35:05.839543366+01:00,1771781705839,195.000,4,4,13037649,289784,194.3,4,0.588,0.561,0.815,0.826,0.830,0.036,0,4.00,16.21,0
2026-02-22T18:35:06.839541699+01:00,1771781706839,196.000,4,4,13109449,291264,195.3,4,0.595,0.596,0.794,0.810,0.812,0.047,0,4.00,16.21,0
2026-02-22T18:35:07.839541786+01:00,1771781707839,197.000,4,4,13181249,292744,196.3,4,0.599,0.562,0.779,0.786,0.787,0.043,0,3.00,16.21,0
2026-02-22T18:35:08.839541517+01:00,1771781708839,198.000,4,4,13253049,294224,197.3,4,0.613,0.580,0.794,0.804,0.804,0.042,0,2.00,16.21,0
2026-02-22T18:35:09.839541551+01:00,1771781709839,199.000,4,4,13324849,295704,198.3,4,0.596,0.580,0.797,0.799,0.801,0.045,0,4.00,16.21,0
2026-02-22T18:35:10.839541527+01:00,1771781710839,200.000,4,4,13396649,297184,199.3,4,0.590,0.587,0.772,0.778,0.780,0.043,0,3.00,16.21,0
2026-02-22T18:35:11.839549473+01:00,1771781711839,201.000,4,4,13468449,298664,200.3,4,0.562,0.549,0.731,0.792,0.800,0.043,0,4.00,16.21,0
2026-02-22T18:35:12.839541669+01:00,1771781712839,202.000,4,4,13540249,300144,201.3,4,0.620,0.607,0.801,0.809,0.810,0.036,0,3.00,16.21,0
2026-02-22T18:35:13.83954147+01:00,1771781713839,203.000,4,4,13612049,301624,202.3,4,0.564,0.559,0.651,0.686,0.687,0.042,0,2.00,16.21,0
2026-02-22T18:35:14.839541467+01:00,1771781714839,204.000,4,4,13683849,303104,203.3,4,0.624,0.595,0.767,0.788,0.799,0.037,0,4.00,16.21,0
2026-02-22T18:35:15.839541584+01:00,1771781715839,205.000,4,4,13755649,304584,204.3,4,0.611,0.587,0.804,0.821,0.830,0.054,0,4.00,16.21,0
2026-02-22T18:35:16.839541716+01:00,1771781716839,206.000,4,4,13827449,306064,205.3,4,0.578,0.589,0.652,0.662,0.664,0.035,0,1.00,16.21,0
2026-02-22T18:35:17.83954171+01:00,1771781717839,207.000,4,4,13899249,307544,206.3,4,0.623,0.610,0.771,0.781,0.785,0.037,0,3.00,16.21,0
2026-02-22T18:35:18.839541381+01:00,1771781718839,208.000,4,4,13971049,309024,207.3,4,0.585,0.607,0.768,0.781,0.782,0.042,0,2.00,16.21,0
2026-02-22T18:35:19.839543368+01:00,1771781719839,209.000,4,4,14042849,310504,208.3,4,0.593,0.611,0.759,0.787,0.789,0.045,0,2.00,16.21,0
2026-02-22T18:35:20.839541459+01:00,1771781720839,210.000,4,4,14114649,311984,209.3,4,0.604,0.587,0.766,0.776,0.780,0.041,0,5.00,16.21,0
2026-02-22T18:35:21.839543207+01:00,1771781721839,211.000,4,4,14186449,313464,210.3,4,0.571,0.579,0.633,0.667,0.669,0.041,0,2.00,16.21,0
2026-02-22T18:35:22.839541506+01:00,1771781722839,212.000,4,4,14258249,314944,211.3,4,0.583,0.557,0.743,0.752,0.755,0.028,0,3.00,16.21,0
2026-02-22T18:35:23.839541427+01:00,1771781723839,213.000,4,4,14330049,316424,212.3,4,0.600,0.576,0.760,0.782,0.791,0.040,0,3.00,16.21,1
2026-02-22T18:35:24.839541519+01:00,1771781724839,214.000,0,0,0,0,0.0,4,0.610,0.573,0.772,0.773,0.773,0.085,0,0.00,0.00,0
2026-02-22T18:35:25.839540743+01:00,1771781725839,215.000,4,4,14397429,317904,215.0,4,0.000,0.000,0.000,0.000,0.000,0.000,0,1.30,16.21,0
2026-02-22T18:35:27.839540888+01:00,1771781727839,217.000,4,4,14402013,317904,215.1,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,16.21,0
2026-02-22T18:35:28.839544926+01:00,1771781728839,218.000,4,4,14473765,323824,215.9,4,267.500,104.843,868.234,906.187,906.433,106.364,0,2.28,16.21,0
2026-02-22T18:35:29.839542357+01:00,1771781729839,219.000,4,4,14545565,325304,216.9,4,0.393,0.376,0.519,0.528,0.529,0.030,0,2.00,16.21,0
2026-02-22T18:35:30.839541511+01:00,1771781730839,220.000,4,4,14617365,326784,217.9,4,0.377,0.361,0.477,0.526,0.537,0.026,0,2.00,16.21,0
2026-02-22T18:35:31.839544502+01:00,1771781731839,221.000,4,4,14689165,328264,218.9,4,0.391,0.375,0.525,0.556,0.556,0.027,0,2.00,16.21,0
2026-02-22T18:35:32.839541484+01:00,1771781732839,222.000,4,4,14760965,329744,219.9,4,0.389,0.374,0.495,0.514,0.515,0.023,0,3.00,16.21,0
2026-02-22T18:35:33.839541593+01:00,1771781733839,223.000,4,4,14832765,331224,220.9,4,0.383,0.357,0.476,0.987,1.307,0.069,0,1.00,16.21,0
2026-02-22T18:35:34.8395432+01:00,1771781734839,224.000,4,4,14904565,332704,221.9,4,0.352,0.359,0.444,0.453,0.456,0.032,0,2.00,16.21,0
2026-02-22T18:35:35.839541533+01:00,1771781735839,225.000,4,4,14976365,334184,222.9,4,0.361,0.372,0.451,0.469,0.478,0.026,0,2.00,16.21,0
2026-02-22T18:35:36.839541604+01:00,1771781736839,226.000,4,4,15048165,335664,223.9,4,0.374,0.365,0.438,0.443,0.444,0.019,0,2.00,16.21,0
2026-02-22T18:35:37.839542163+01:00,1771781737839,227.000,4,4,15119965,337144,224.9,4,0.362,0.354,0.418,0.428,0.430,0.020,0,2.00,16.21,0
2026-02-22T18:35:38.839541617+01:00,1771781738839,228.000,4,4,15191765,338624,225.9,4,0.340,0.342,0.382,0.415,0.427,0.029,0,1.00,16.21,0
2026-02-22T18:35:39.839541629+01:00,1771781739839,229.000,4,4,15263565,340104,226.9,4,0.339,0.340,0.368,0.400,0.410,0.020,0,2.00,16.21,0
2026-02-22T18:35:40.839541627+01:00,1771781740839,230.000,4,4,15335365,341584,227.9,4,0.346,0.338,0.393,0.405,0.410,0.022,0,2.00,16.21,0
2026-02-22T18:35:41.839541745+01:00,1771781741839,231.000,4,4,15407165,343064,228.9,4,0.334,0.327,0.413,0.525,0.596,0.045,0,1.00,16.21,0
2026-02-22T18:35:42.83954161+01:00,1771781742839,232.000,4,4,15478965,344544,229.9,4,0.340,0.345,0.397,0.417,0.428,0.029,0,2.00,16.21,0
2026-02-22T18:35:43.839544222+01:00,1771781743839,233.000,4,4,15550765,346024,230.9,4,0.302,0.313,0.376,0.391,0.399,0.030,0,3.00,16.21,0
2026-02-22T18:35:44.839541492+01:00,1771781744839,234.000,4,4,15622565,347504,231.9,4,0.376,0.388,0.436,0.441,0.444,0.027,0,1.00,16.21,0
2026-02-22T18:35:45.839541585+01:00,1771781745839,235.000,4,4,15694365,348984,232.9,4,0.371,0.386,0.438,0.459,0.464,0.031,0,2.00,16.21,0
2026-02-22T18:35:46.83954159+01:00,1771781746839,236.000,4,4,15766165,350464,233.9,4,0.353,0.362,0.441,0.483,0.499,0.032,0,1.00,16.21,0
2026-02-22T18:35:47.83954154+01:00,1771781747839,237.000,4,4,15837965,351944,234.9,4,0.366,0.371,0.429,0.446,0.448,0.034,0,2.00,16.21,0
2026-02-22T18:35:48.839541715+01:00,1771781748839,238.000,4,4,15909765,353424,235.9,4,0.373,0.375,0.428,0.446,0.454,0.030,0,2.00,16.21,0
2026-02-22T18:35:49.839541807+01:00,1771781749839,239.000,4,4,15981565,354904,236.9,4,0.374,0.368,0.427,0.432,0.433,0.028,0,2.00,16.21,0
2026-02-22T18:35:50.839541907+01:00,1771781750839,240.000,4,4,16053365,356384,237.9,4,0.394,0.401,0.450,0.465,0.472,0.021,0,2.00,16.21,0
2026-02-22T18:35:51.839541535+01:00,1771781751839,241.000,4,4,16125165,357864,238.9,4,0.416,0.416,0.442,0.461,0.473,0.017,0,2.00,16.21,0
2026-02-22T18:35:52.839541603+01:00,1771781752839,242.000,4,4,16196965,359344,239.9,4,0.401,0.417,0.450,0.458,0.458,0.016,0,1.00,16.21,0
2026-02-22T18:35:53.839541542+01:00,1771781753839,243.000,4,4,16268765,360824,240.9,4,0.390,0.408,0.446,0.463,0.473,0.035,0,2.00,16.21,0
2026-02-22T18:35:54.839541507+01:00,1771781754839,244.000,4,4,16340565,362304,241.9,4,0.399,0.413,0.445,0.450,0.452,0.027,0,2.00,16.21,0
2026-02-22T18:35:55.839541553+01:00,1771781755839,245.000,4,4,16412365,363784,242.9,4,0.391,0.400,0.440,0.451,0.455,0.026,0,1.00,16.21,0
2026-02-22T18:35:56.839544097+01:00,1771781756839,246.000,4,4,16484165,365264,243.9,4,0.409,0.411,0.449,0.488,0.507,0.022,0,2.00,16.21,0
2026-02-22T18:35:57.839544068+01:00,1771781757839,247.000,4,4,16555965,366744,244.9,4,0.408,0.413,0.457,0.523,0.557,0.030,0,2.00,16.21,0
2026-02-22T18:35:58.839543465+01:00,1771781758839,248.000,4,4,16627765,368224,245.9,4,0.385,0.390,0.445,0.459,0.462,0.027,0,2.00,16.21,1
2026-02-22T18:35:59.83954156+01:00,1771781759839,249.000,4,4,16678025,369704,246.9,4,0.408,0.407,0.466,0.481,0.485,0.033,0,3.00,16.21,0
2026-02-22T18:36:00.839541647+01:00,1771781760839,250.000,0,0,0,0,0.0,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0.00,0
2026-02-22T18:36:01.839540591+01:00,1771781761839,251.000,4,4,16740305,375772,249.4,4,284.102,154.337,886.476,906.197,906.926,112.992,0,3.00,16.21,0
2026-02-22T18:36:03.839540697+01:00,1771781763839,253.000,4,4,16744889,375772,249.4,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,16.21,0
2026-02-22T18:36:04.839542177+01:00,1771781764839,254.000,4,4,16804925,377104,250.3,4,0.658,0.678,0.840,0.909,0.926,0.060,0,2.50,16.21,0
2026-02-22T18:36:05.83954373+01:00,1771781765839,255.000,4,4,16876725,378584,251.3,4,0.669,0.670,0.883,0.892,0.895,0.037,0,4.00,16.21,0
2026-02-22T18:36:06.839541746+01:00,1771781766839,256.000,4,4,16948525,380064,252.3,4,0.648,0.639,0.911,0.920,0.924,0.044,0,3.00,16.21,0
2026-02-22T18:36:07.839541634+01:00,1771781767839,257.000,4,4,17020325,381544,253.3,4,0.639,0.594,0.889,1.055,1.153,0.047,0,3.00,16.21,0
2026-02-22T18:36:08.83954351+01:00,1771781768839,258.000,4,4,17092125,383024,254.3,4,0.653,0.662,0.853,0.863,0.868,0.056,0,2.00,16.21,0
2026-02-22T18:36:09.839541867+01:00,1771781769839,259.000,4,4,17163925,384504,255.3,4,0.641,0.609,0.853,0.874,0.885,0.030,0,2.00,16.21,0
2026-02-22T18:36:10.839541449+01:00,1771781770839,260.000,4,4,17235725,385984,256.3,4,0.642,0.627,0.843,0.848,0.849,0.034,0,4.00,16.21,0
2026-02-22T18:36:11.839541688+01:00,1771781771839,261.000,4,4,17307525,387464,257.3,4,0.638,0.629,0.817,0.841,0.850,0.045,0,2.00,16.21,0
2026-02-22T18:36:12.839541659+01:00,1771781772839,262.000,4,4,17379325,388944,258.3,4,0.617,0.605,0.833,0.841,0.845,0.039,0,3.00,16.21,0
2026-02-22T18:36:13.839541453+01:00,1771781773839,263.000,4,4,17451125,390424,259.3,4,0.646,0.654,0.815,0.819,0.821,0.035,0,3.00,16.21,0
2026-02-22T18:36:14.839551787+01:00,1771781774839,264.000,4,4,17522925,391904,260.3,4,0.625,0.654,0.764,0.815,0.830,0.038,0,3.00,16.21,0
2026-02-22T18:36:15.839543405+01:00,1771781775839,265.000,4,4,17594725,393384,261.3,4,0.657,0.632,0.826,0.843,0.844,0.033,0,4.00,16.21,0
2026-02-22T18:36:16.839551917+01:00,1771781776839,266.000,4,4,17666525,394864,262.3,4,0.640,0.652,0.803,0.807,0.809,0.033,0,4.00,16.21,0
2026-02-22T18:36:17.839552531+01:00,1771781777839,267.000,4,4,17738325,396344,263.3,4,0.625,0.594,0.819,0.826,0.826,0.046,0,4.00,16.21,0
2026-02-22T18:36:18.839544617+01:00,1771781778839,268.000,4,4,17810125,397824,264.3,4,0.610,0.600,0.774,0.808,0.826,0.045,0,2.00,16.21,0
2026-02-22T18:36:19.839543841+01:00,1771781779839,269.000,4,4,17881925,399304,265.3,4,0.658,0.687,0.807,0.826,0.828,0.035,0,3.00,16.21,0
2026-02-22T18:36:20.839541505+01:00,1771781780839,270.000,4,4,17953725,400784,266.3,4,0.655,0.677,0.825,0.833,0.837,0.051,0,2.00,16.21,0
2026-02-22T18:36:21.839541551+01:00,1771781781839,271.000,4,4,18025525,402264,267.3,4,0.681,0.680,0.837,0.846,0.851,0.032,0,2.00,16.21,0
2026-02-22T18:36:22.83954166+01:00,1771781782839,272.000,4,4,18097325,403744,268.3,4,0.689,0.727,0.835,0.864,0.871,0.035,0,3.00,16.21,0
2026-02-22T18:36:23.839541782+01:00,1771781783839,273.000,4,4,18169125,405224,269.3,4,0.677,0.689,0.822,0.846,0.850,0.040,0,3.00,16.21,0
2026-02-22T18:36:24.839543337+01:00,1771781784839,274.000,4,4,18240925,406704,270.3,4,0.698,0.719,0.842,0.856,0.859,0.037,0,2.00,16.21,0
2026-02-22T18:36:25.839541525+01:00,1771781785839,275.000,4,4,18312725,408184,271.3,4,0.664,0.678,0.833,0.843,0.845,0.035,0,4.00,16.21,0
2026-02-22T18:36:26.83954312+01:00,1771781786839,276.000,4,4,18384525,409664,272.3,4,0.664,0.674,0.827,0.847,0.849,0.040,0,2.00,16.21,0
2026-02-22T18:36:27.839541403+01:00,1771781787839,277.000,4,4,18456325,411144,273.3,4,0.641,0.656,0.843,0.863,0.867,0.044,0,3.00,16.21,0
2026-02-22T18:36:28.839541481+01:00,1771781788839,278.000,4,4,18528125,412624,274.3,4,0.627,0.668,0.775,0.825,0.828,0.047,0,3.00,16.21,0
2026-02-22T18:36:29.839542191+01:00,1771781789839,279.000,4,4,18599925,414104,275.3,4,0.674,0.689,0.834,0.872,0.884,0.037,0,4.00,16.21,0
2026-02-22T18:36:30.839541611+01:00,1771781790839,280.000,4,4,18671725,415584,276.3,4,0.660,0.670,0.864,0.868,0.869,0.035,0,3.00,16.21,0
2026-02-22T18:36:31.839541594+01:00,1771781791839,281.000,4,4,18743525,417064,277.3,4,0.659,0.679,0.819,0.837,0.849,0.040,0,3.00,16.21,0
2026-02-22T18:36:32.839541401+01:00,1771781792839,282.000,4,4,18815325,418544,278.3,4,0.673,0.691,0.841,0.851,0.855,0.037,0,4.00,16.21,0
2026-02-22T18:36:33.839550844+01:00,1771781793839,283.000,4,4,18887125,420024,279.3,4,0.612,0.594,0.772,0.821,0.838,0.028,0,4.00,16.21,0
2026-02-22T18:36:34.839541485+01:00,1771781794839,284.000,4,4,18958925,421504,280.3,4,0.646,0.652,0.829,0.831,0.831,0.051,0,3.00,16.21,1
2026-02-22T18:36:35.839541609+01:00,1771781795839,285.000,0,0,0,0,0.0,4,0.613,0.582,0.769,0.777,0.779,0.070,0,0.00,0.00,0
2026-02-22T18:36:36.839540599+01:00,1771781796839,286.000,4,4,19027451,422947,283.0,4,0.000,0.000,0.000,0.000,0.000,0.000,0,3.00,16.21,0
2026-02-22T18:36:38.839540899+01:00,1771781798839,288.000,4,4,19030889,422947,283.1,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,16.21,0
2026-02-22T18:36:39.839544185+01:00,1771781799839,289.000,4,4,19101571,428904,283.9,4,308.806,182.830,906.978,986.204,993.455,115.418,0,2.53,16.21,0
2026-02-22T18:36:40.839541452+01:00,1771781800839,290.000,4,4,19173371,430384,284.9,4,0.356,0.345,0.431,0.466,0.487,0.030,0,1.00,16.21,0
2026-02-22T18:36:41.839541723+01:00,1771781801839,291.000,4,4,19245171,431864,285.9,4,0.361,0.367,0.436,0.466,0.474,0.030,0,2.00,16.21,0
2026-02-22T18:36:42.839541555+01:00,1771781802839,292.000,4,4,19316971,433344,286.9,4,0.345,0.342,0.410,0.417,0.418,0.030,0,2.00,16.21,0
2026-02-22T18:36:43.839541953+01:00,1771781803839,293.000,4,4,19388771,434824,287.9,4,0.339,0.333,0.393,0.468,0.485,0.032,0,1.00,16.21,0
2026-02-22T18:36:44.839544694+01:00,1771781804839,294.000,4,4,19460571,436304,288.9,4,0.340,0.338,0.423,0.426,0.426,0.029,0,2.00,16.21,0
2026-02-22T18:36:45.839542908+01:00,1771781805839,295.000,4,4,19532371,437784,289.9,4,0.331,0.323,0.408,0.433,0.445,0.026,0,2.00,16.21,0
2026-02-22T18:36:46.839541699+01:00,1771781806839,296.000,4,4,19604171,439264,290.9,4,0.315,0.307,0.441,0.444,0.444,0.023,0,1.00,16.21,0
2026-02-22T18:36:47.839542133+01:00,1771781807839,297.000,4,4,19675971,440744,291.9,4,0.355,0.342,0.432,0.451,0.462,0.034,0,2.00,16.21,0
2026-02-22T18:36:48.839541615+01:00,1771781808839,298.000,4,4,19747771,442224,292.9,4,0.352,0.342,0.436,0.488,0.518,0.031,0,2.00,16.21,0
2026-02-22T18:36:49.839541549+01:00,1771781809839,299.000,4,4,19819571,443704,293.9,4,0.331,0.334,0.446,0.475,0.485,0.037,0,2.00,16.21,0
2026-02-22T18:36:50.839541735+01:00,1771781810839,300.000,4,4,19891371,445184,294.9,4,0.362,0.343,0.478,0.554,0.576,0.043,0,1.00,16.21,0
2026-02-22T18:36:51.839544712+01:00,1771781811839,301.000,4,4,19963171,446664,295.9,4,0.348,0.341,0.468,0.487,0.492,0.041,0,2.00,16.21,0
2026-02-22T18:36:52.83954169+01:00,1771781812839,302.000,4,4,20034971,448144,296.9,4,0.352,0.341,0.447,0.482,0.495,0.027,0,2.00,16.21,0
2026-02-22T18:36:53.839541532+01:00,1771781813839,303.000,4,4,20106771,449624,297.9,4,0.351,0.348,0.437,0.474,0.487,0.026,0,1.00,16.21,0
2026-02-22T18:36:54.83954168+01:00,1771781814839,304.000,4,4,20178571,451104,298.9,4,0.322,0.301,0.436,0.480,0.493,0.032,0,2.00,16.21,0
2026-02-22T18:36:55.839541936+01:00,1771781815839,305.000,4,4,20250371,452584,299.9,4,0.373,0.369,0.470,0.486,0.497,0.037,0,1.00,16.21,0
2026-02-22T18:36:56.83954165+01:00,1771781816839,306.000,4,4,20322171,454064,300.9,4,0.352,0.360,0.452,0.486,0.492,0.031,0,2.00,16.46,0
2026-02-22T18:36:57.839541549+01:00,1771781817839,307.000,4,4,20393971,455544,301.9,4,0.350,0.365,0.465,0.470,0.473,0.030,0,2.00,16.46,0
2026-02-22T18:36:58.839541685+01:00,1771781818839,308.000,4,4,20465771,457024,302.9,4,0.386,0.412,0.489,0.543,0.560,0.028,0,2.00,16.46,0
2026-02-22T18:36:59.839541627+01:00,1771781819839,309.000,4,4,20537571,458504,303.9,4,0.362,0.370,0.444,0.498,0.530,0.030,0,2.00,16.46,0
2026-02-22T18:37:00.839543147+01:00,1771781820839,310.000,4,4,20609371,459984,304.9,4,0.381,0.378,0.477,0.489,0.490,0.024,0,2.00,16.46,0
2026-02-22T18:37:01.839541892+01:00,1771781821839,311.000,4,4,20681171,461464,305.9,4,0.382,0.395,0.457,0.495,0.519,0.026,0,1.00,16.46,0
2026-02-22T18:37:02.839541629+01:00,1771781822839,312.000,4,4,20752971,462944,306.9,4,0.377,0.392,0.468,0.486,0.487,0.025,0,2.00,16.46,0
2026-02-22T18:37:03.839543118+01:00,1771781823839,313.000,4,4,20824771,464424,307.9,4,0.374,0.350,0.457,0.495,0.499,0.019,0,2.00,16.46,0
2026-02-22T18:37:04.839541777+01:00,1771781824839,314.000,4,4,20896571,465904,308.9,4,0.367,0.348,0.453,0.458,0.460,0.030,0,2.00,16.46,0
2026-02-22T18:37:05.839541898+01:00,1771781825839,315.000,4,4,20968371,467384,309.9,4,0.365,0.349,0.441,0.481,0.482,0.029,0,1.00,16.46,0
2026-02-22T18:37:06.839541986+01:00,1771781826839,316.000,4,4,21040171,468864,310.9,4,0.373,0.363,0.458,0.461,0.462,0.037,0,3.00,16.46,0
2026-02-22T18:37:07.839541741+01:00,1771781827839,317.000,4,4,21111971,470344,311.9,4,0.359,0.352,0.435,0.450,0.453,0.026,0,0.00,16.46,0
2026-02-22T18:37:08.839542481+01:00,1771781828839,318.000,4,4,21183771,471824,312.9,4,0.347,0.332,0.434,0.524,0.566,0.033,0,2.00,16.46,0
2026-02-22T18:37:09.839541741+01:00,1771781829839,319.000,4,4,21255571,473304,313.9,4,0.367,0.363,0.455,0.466,0.472,0.038,0,3.00,16.46,1
2026-02-22T18:37:10.839541951+01:00,1771781830839,320.000,4,4,21305831,474784,314.9,4,0.341,0.331,0.463,0.492,0.493,0.028,0,1.00,16.46,0
2026-02-22T18:37:11.839541593+01:00,1771781831839,321.000,0,0,0,0,0.0,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,0.00,0
2026-02-22T18:37:12.839540832+01:00,1771781832839,322.000,4,4,21333335,475228,317.1,4,0.000,0.000,0.000,0.000,0.000,0.000,0,1.00,16.46,0
2026-02-22T18:37:14.839540849+01:00,1771781834839,324.000,4,4,21337919,475228,317.2,4,0.000,0.000,0.000,0.000,0.000,0.000,0,18.60,16.46,0
2026-02-22T18:37:15.839541764+01:00,1771781835839,325.000,4,4,21397511,475228,318.1,4,0.000,0.000,0.000,0.000,0.000,0.000,0,0.00,16.46,0
2026-02-22T18:37:16.839541753+01:00,1771781836839,326.000,4,4,21466271,475228,319.1,4,0.000,0.000,0.000,0.000,0.000,0.000,0,2.00,16.46,0
2026-02-22T18:37:17.839541655+01:00,1771781837839,327.000,4,4,21555399,485144,320.1,4,380.992,345.625,943.098,946.197,946.802,145.276,0,2.00,16.46,0
